Time		Xc		Yc		Zc		Xn		Yn		Zn		Xa		Ya		Za
7740		-6.14768e+06		-6.32951e+06		-6.32951e+06		-5.96817e+06		-6.3397e+06		-6.3476e+06		-5.96716e+06		-6.33974e+06		-6.34773e+06		
7800		-5.80355e+06		-6.37446e+06		-6.37446e+06		-5.62061e+06		-6.38177e+06		-6.38882e+06		-5.61958e+06		-6.38179e+06		-6.38893e+06		
7860		-5.45267e+06		-6.41199e+06		-6.41199e+06		-5.26636e+06		-6.41623e+06		-6.42241e+06		-5.26531e+06		-6.41623e+06		-6.4225e+06		
7920		-5.09519e+06		-6.44175e+06		-6.44175e+06		-4.90557e+06		-6.44273e+06		-6.44802e+06		-4.90451e+06		-6.44271e+06		-6.44809e+06		
7980		-4.73128e+06		-6.46338e+06		-6.46338e+06		-4.53844e+06		-6.4609e+06		-6.46528e+06		-4.53736e+06		-6.46085e+06		-6.46534e+06		
8040		-4.36114e+06		-6.4765e+06		-6.4765e+06		-4.1652e+06		-6.47035e+06		-6.47381e+06		-4.1641e+06		-6.47027e+06		-6.47384e+06		
8100		-3.98502e+06		-6.48072e+06		-6.48072e+06		-3.78608e+06		-6.47068e+06		-6.47319e+06		-3.78496e+06		-6.47057e+06		-6.4732e+06		
8160		-3.60317e+06		-6.47562e+06		-6.47562e+06		-3.40138e+06		-6.46145e+06		-6.46301e+06		-3.40025e+06		-6.46132e+06		-6.463e+06		
8220		-3.21589e+06		-6.46077e+06		-6.46077e+06		-3.01142e+06		-6.44223e+06		-6.44282e+06		-3.01028e+06		-6.44207e+06		-6.44278e+06		
8280		-2.82355e+06		-6.43572e+06		-6.43572e+06		-2.61658e+06		-6.41256e+06		-6.41216e+06		-2.61543e+06		-6.41236e+06		-6.41209e+06		
8340		-2.42652e+06		-6.4e+06		-6.4e+06		-2.21729e+06		-6.37195e+06		-6.37055e+06		-2.21612e+06		-6.37173e+06		-6.37045e+06		
8400		-2.02527e+06		-6.35311e+06		-6.35311e+06		-1.81402e+06		-6.31991e+06		-6.31749e+06		-1.81284e+06		-6.31965e+06		-6.31736e+06		
8460		-1.62031e+06		-6.29455e+06		-6.29455e+06		-1.40733e+06		-6.25592e+06		-6.25246e+06		-1.40614e+06		-6.25562e+06		-6.2523e+06		
8520		-1.21221e+06		-6.2238e+06		-6.2238e+06		-997838		-6.17944e+06		-6.17494e+06		-996643		-6.17911e+06		-6.17475e+06		
8580		-801639		-6.14031e+06		-6.14031e+06		-586250		-6.08994e+06		-6.08438e+06		-585050		-6.08957e+06		-6.08415e+06		
8640		-389343		-6.04354e+06		-6.04354e+06		-173362		-5.98685e+06		-5.98022e+06		-172160		-5.98644e+06		-5.97995e+06		
8700		23836.9		-5.93291e+06		-5.93291e+06		239926		-5.86961e+06		-5.8619e+06		241128		-5.86916e+06		-5.86159e+06		
8760		436949		-5.80788e+06		-5.80788e+06		652602		-5.73765e+06		-5.72885e+06		653800		-5.73716e+06		-5.7285e+06		
8820		848923		-5.66787e+06		-5.66787e+06		1.06353e+06		-5.59042e+06		-5.58053e+06		1.06472e+06		-5.58989e+06		-5.58013e+06		
8880		1.25856e+06		-5.51233e+06		-5.51233e+06		1.47143e+06		-5.42738e+06		-5.41638e+06		1.47262e+06		-5.4268e+06		-5.41594e+06		
8940		1.66451e+06		-5.34073e+06		-5.34073e+06		1.8749e+06		-5.248e+06		-5.23589e+06		1.87606e+06		-5.24737e+06		-5.23541e+06		
9000		2.06529e+06		-5.15257e+06		-5.15257e+06		2.27234e+06		-5.0518e+06		-5.0386e+06		2.27348e+06		-5.05113e+06		-5.03806e+06		
9060		2.45924e+06		-4.94739e+06		-4.94739e+06		2.66201e+06		-4.83838e+06		-4.82407e+06		2.66313e+06		-4.83765e+06		-4.82348e+06		
9120		2.84452e+06		-4.72482e+06		-4.72482e+06		3.04199e+06		-4.60737e+06		-4.59198e+06		3.04308e+06		-4.6066e+06		-4.59134e+06		
9180		3.21912e+06		-4.48456e+06		-4.48456e+06		3.41019e+06		-4.35855e+06		-4.34208e+06		3.41124e+06		-4.35773e+06		-4.34139e+06		
9240		3.58087e+06		-4.22642e+06		-4.22642e+06		3.76433e+06		-4.09179e+06		-4.07427e+06		3.76533e+06		-4.09092e+06		-4.07352e+06		
9300		3.92742e+06		-3.95036e+06		-3.95036e+06		4.10198e+06		-3.80714e+06		-3.78859e+06		4.10293e+06		-3.80622e+06		-3.78779e+06		
9360		4.25626e+06		-3.65653e+06		-3.65653e+06		4.42056e+06		-3.50483e+06		-3.48528e+06		4.42146e+06		-3.50386e+06		-3.48443e+06		
9420		4.56477e+06		-3.34524e+06		-3.34524e+06		4.71741e+06		-3.18529e+06		-3.1648e+06		4.71823e+06		-3.18428e+06		-3.1639e+06		
9480		4.85022e+06		-3.01709e+06		-3.01709e+06		4.98975e+06		-2.84924e+06		-2.82785e+06		4.9905e+06		-2.84819e+06		-2.8269e+06		
9540		5.10985e+06		-2.6729e+06		-2.6729e+06		5.23483e+06		-2.49765e+06		-2.47543e+06		5.2355e+06		-2.49655e+06		-2.47444e+06		
9600		5.34093e+06		-2.3138e+06		-2.3138e+06		5.44997e+06		-2.13178e+06		-2.10882e+06		5.45055e+06		-2.13066e+06		-2.10779e+06		
9660		5.54084e+06		-1.94121e+06		-1.94121e+06		5.63261e+06		-1.75323e+06		-1.72961e+06		5.63309e+06		-1.75207e+06		-1.72854e+06		
9720		5.70715e+06		-1.55686e+06		-1.55686e+06		5.78045e+06		-1.36385e+06		-1.33969e+06		5.78083e+06		-1.36267e+06		-1.33859e+06		
9780		5.83772e+06		-1.16278e+06		-1.16278e+06		5.89152e+06		-965814		-941231		5.89179e+06		-964613		-940107		
9840		5.93077e+06		-761234		-761234		5.96428e+06		-561503		-536637		5.96444e+06		-560293		-535497		
9900		5.98501e+06		-354714		-354714		5.99769e+06		-153493		-128495		5.99773e+06		-152280		-127344		
9960		5.99965e+06		54149.6		54149.6		5.99124e+06		255536		280504		5.99118e+06		256743		281657		
